Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,CranialCapacity,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; carcasses,TrophicLevel,HabitatBreadth,ActivityCycle,ForagingStratum,GestationLength,LitterSize,InterbirthInterval,HomeRange,PopulationDensity,SocialGrpSize,Longevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Carnivora,Eupleridae,Eupleres,Eupleres major,Lavauden; 1929,Western Falanouc,2400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,-999,-999,-999,-999,-999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,250; 116; 175
Carnivora,Eupleridae,Fossa,Fossa fossana,(P.L.S. Müller; 1776),Spotted Fanaloka; Fanaloka; Malagasy Civet,1500,-999,3,yes,yes,yes,no,no,no,no,2,2,1,2,85.19,1,365,0.75,3.41,2,194.4,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 191; 184; 4; 133
Carnivora,Eupleridae,Galidia,Galidia elegans,I. Geoffroy Saint-Hilaire; 1837,Ring-tailed Vontsira; Ring-tailed Mongoose; Malagasy Ring-tailed Mongoose,800,-999,3,yes,yes,yes,no,no,no,no,2,4,2,2,78.81,1,365,0.17,15.85,1.75,235.2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 259; 4
Carnivora,Eupleridae,Galidictis,Galidictis fasciata,(Gmelin; 1788),Broad-striped Vontsira; Broad-striped Mongoose; Malagasy Broad-striped Mongoose,550,-999,2,yes,yes,no,no,no,no,no,3,1,2,1,97.5,1,365,-999,-999,-999,168,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 34; 275
Carnivora,Eupleridae,Galidictis,Galidictis grandidieri,Wozencraft; 1986,Grandidier's Vontsira; Grandidier's Mongoose; Giant-striped Mongoose,1400,-999,2,yes,yes,no,no,no,no,no,3,1,2,1,82,1,365,0.011,-999,1.5,136.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,332; 376; 207; 191; 28; 133; 275
Afrosoricida,Tenrecidae,Geogale,Geogale aurita,Milne-Edwards & A. Grandidier; 1872,Large-eared Tenrec,7,-999,2,yes,yes,no,no,no,no,no,3,1,1,1,59.57,3.65,182.5,-999,-999,1.5,25,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,332; 376; 207; 191; 257; 4; 116; 255
Rodentia,Nesomyidae,Gymnuromys,Gymnuromys roberti,Major; 1896,Voalavoanala,97.5,-999,5,yes,yes,yes,no,yes,yes,no,2,1,1,1,-999,1.94,365,-999,-999,-999,-999,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 133; 149; 191; 26
Primates,Lemuridae,Hapalemur,Hapalemur alaotrensis,Rumpler; 1975,Alaotra Reed Lemur; Lac Alaotra Bamboo Lemur; Alaotran Gentle Lemur; Lake Alaotra Gentle Lemur,1247,13.8,1,no,no,no,no,no,yes,no,1,2,2,3,141.24,1.5,332.56,0.045,-999,12,279.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,347; 185; 376; 207; 116; 313; 255; 252
Primates,Lemuridae,Hapalemur,Hapalemur aureus,Meier; Albignac; Peyriéras; Rumpler & Wright; 1987,Golden Bamboo Lemur; Golden Lemur,1580,-999,1,no,no,no,no,no,yes,no,1,2,2,3,140.25,1.01,365,0.21,-999,3,136.7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,347; 376; 146; 207; 191; 209; 4; 255
Primates,Lemuridae,Hapalemur,Hapalemur griseus,(Link; 1795),Eastern Lesser Bamboo Lemur; Lesser Bamboo Lemur; Grey Gentle Lemur; Bamboo Lemur,813,14.7,1,no,no,no,no,no,yes,no,1,3,2,3,139.98,1.3,334.79,0.01,62,3.1,242.4,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,347; 54; 376; 146; 207; 191; 180; 4
Primates,Lemuridae,Hapalemur,Hapalemur meridionalis,Warter; Randrianasolo; Dutrillaux & Rumpler; 1987,Rusty-gray Lesser Bamboo Lemur; Southern Grey Bamboo Lemur; Southern Lesser Bamboo Lemur,855,-999,1,no,no,no,no,no,yes,no,1,2,2,3,135,-999,365,13.27,-999,7,-999,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,347; 207; 118; 116; 313; 252; 382; 117; 133
Primates,Lemuridae,Hapalemur,Hapalemur occidentalis,Rumpler; 1975,Sambirano Lesser Bamboo Lemur; Western Grey Bamboo Lemur; Western Gentle Lemur; Western Lesser Bamboo Lemur,847,14.2,1,no,no,no,no,no,yes,no,1,2,3,3,138.5,1,332.56,-999,-999,5,279.6,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,347; 185; 376; 207; 116; 252; 255
Afrosoricida,Tenrecidae,Hemicentetes,Hemicentetes nigriceps,Günther; 1875,Highland Streaked Tenrec,113,-999,1,yes,no,no,no,no,no,no,3,2,2,1,57.16,2.84,182.5,-999,-999,-999,31.2,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,332; 376; 207; 133; 191; 248; 116; 191
Afrosoricida,Tenrecidae,Hemicentetes,Hemicentetes semispinosus,(G. Cuvier; 1798),Lowland Streaked Tenrec,134,-999,1,yes,no,no,no,no,no,no,3,2,2,1,54.79,4.66,182.5,-999,-999,20,32.4,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,332; 376; 207; 191; 208; 4; 116; 133
Chiroptera,Hipposideridae,Hipposideros,Hipposideros commersoni,(É. Geoffroy; 1813),Commerson's Leaf-nosed Bat; Commerson's Roundleaf Bat,59,-999,3,yes,yes,yes,no,no,no,no,2,1,1,4,136,0.99,365,-999,-999,-999,144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85; 376; 207; 85; 191; 317; 255
Rodentia,Nesomyidae,Hypogeomys,Hypogeomys antimena,A. Grandidier; 1869,Malagasy Giant Jumping Rat; Malagasy Giant Rat,1250,-999,3,yes,yes,yes,no,no,no,no,2,2,1,1,120,1.13,365,0.02,63.33,2,151.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,332; 376; 207; 191; 4; 53; 275
Primates,Indriidae,Indri,Indri indri,(Gmelin; 1788),Indri,6593,34.5,4,no,no,yes,yes,yes,yes,no,1,1,3,3,192.35,1.01,912.5,0.12,10.62,3.1,-999,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,347; 54; 376; 300; 146; 207; 191
Primates,Lemuridae,Lemur,Lemur catta,Linnaeus; 1758,Ring-tailed Lemur,2216,25.6,3,yes,no,yes,no,no,yes,no,2,2,2,2,135.91,1.14,416.71,0.05,215,16.45,403.8,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,347; 54; 376; 207; 146; 191; 185; 18; 4
Primates,Lepilemuridae,Lepilemur,Lepilemur aeeclis,Andriaholinirina; Fausser; Roos; Rabarivola; Ravoarimanana; Zinner; Thalmann; Ganzhorn; Meier; Hilgartner; Walter; Zaramody; Langer; Hahn; Zimmermann; Radespiel; Craul; Tomiuk; Tattersall & Rumpler; 2006,Antafia Sportive Lemur,827.6,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82; 222; 207; 116; 106; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur ahmansonorum,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Ahmanson's Sportive Lemur,580,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,347; 222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur ankaranensis,Rumpler & Albignac; 1975,Ankarana Sportive Lemur,748.16,-999,1,no,no,no,no,no,yes,no,1,2,1,3,133.45,1,-999,0.01,350,1,144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82; 222; 376; 207; 133; 106; 255; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur betsileo,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Betsileo Sportive Lemur,1127.5,-999,1,no,no,no,no,no,yes,no,1,1,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,347; 222; 207; 252; 178
Primates,Lepilemuridae,Lepilemur,Lepilemur dorsalis,Gray; 1870,Gray's Sportive Lemur; Nossi-bé Sportive Lemur; Grey-backed Sportive Lemur,721.54,6.7,1,no,no,no,no,no,yes,no,1,1,1,3,133.38,1.01,-999,-999,-999,1,144,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,82; 222; 185; 376; 146; 207; 191; 255
Primates,Lepilemuridae,Lepilemur,Lepilemur edwardsi,(Forbes; 1894),Milne-Edwards's Sportive Lemur,1017.37,7.25,1,no,no,no,no,no,yes,no,1,1,1,3,136.88,1,365,0.008,70.98,1,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82; 222; 185; 376; 146; 207; 191; 273; 149; 255
Primates,Lepilemuridae,Lepilemur,Lepilemur fleuretae,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Fleurete's Sportive Lemur,890,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347; 222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur grewcockorum,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper; Ramaromilanto; Rakotoarisoa; Rooney; & Brenneman; 2006,Grewcock's Sportive Lemur,859.75,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82; 222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur hollandorum,Ramaromilanto; Lei; Engberg; Johnson; Sitzmann & Louis2009,Holland's Sportive Lemur; Mananara-Nord Sportive Lemur,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur hubbardorum,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Hubbard's Sportive Lemur,992,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347; 222; 207; 116; 106; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur jamesorum,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,James' Sportive Lemur,872,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347; 222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur leucopus,(Major; 1894),White-footed Sportive Lemur; Dry-bush Weasel Lemur,561.5,6.87,1,no,no,no,no,no,yes,no,1,1,1,3,136.4,1.01,365,0.002,504.99,1,103,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347; 222; 185; 376; 146; 207; 191; 316; 191
Primates,Lepilemuridae,Lepilemur,Lepilemur microdon,(Forsyth Major; 1894),Small-toothed Sportive Lemur; Light-necked Sportive Lemur; Microdon Sportive Lemur,1104.5,9.75,3,no,no,no,no,no,yes,no,1,1,1,3,133.38,1,-999,-999,36.05,1,144,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,347; 222; 185; 376; 146; 207; 191; 255
Primates,Lepilemuridae,Lepilemur,Lepilemur milanoii,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Daraina Sportive Lemur,715.5,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,347; 222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur mittermeieri,Rabarivola; Zaramody; Fausser; Andriaholinirina; Roos; Zinner; Marcel & Rumpler; 2006,Mittermeier's Sportive Lemur,988.64,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222; 207; 116; 106; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur mustelinus,I. Geoffroy; 1851,Weasel Sportive Lemur; Greater Sportive Lemur; Greater Weasel Lemur,964.57,8.1,1,no,no,no,no,no,yes,no,1,1,1,3,135.54,1,365,0.003,255.1,1,144,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,82; 54; 376; 146; 207; 191; 185; 329; 4; 191
Primates,Lepilemuridae,Lepilemur,Lepilemur otto,Craul; Zimmermann; Rasoloharijaona; Randrianambinina & Radespiel; 2007,Otto's Sportive Lemur,938.5,-999,1,no,no,no,no,no,yes,no,1,2,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82; 207; 116; 106; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur petteri,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Petter's Sportive Lemur,629,-999,1,no,no,no,no,no,yes,no,1,1,1,3,130,1,-999,0.003,-999,1,-999,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347; 222; 207; 252; 178; 133
Primates,Lepilemuridae,Lepilemur,Lepilemur randrianasoloi,Andriaholinirina; Fausser; Roos; Rabarivola; Ravoarimanana; Zinner; Thalmann; Ganzhorn; Meier; Hilgartner; Walter; Zaramody; Langer; Hahn; Zimmermann; Radespiel; Craul; Tomiuk; Tattersall & Rumpler; 2006,Randrianasolo's Sportive Lemur,920,-999,1,no,no,no,no,no,yes,no,1,1,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,222; 207; 116; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur ruficaudatus,A. Grandidier; 1867,Red-tailed Sportive Lemur; Lesser Weasel Lemur,810,7.4,1,no,no,no,no,no,yes,no,1,1,1,3,137.31,1.01,365,0.01,260,1,144,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,347; 222; 54; 376; 146; 207; 191; 4; 133; 255
Primates,Lepilemuridae,Lepilemur,Lepilemur sahamalazensis,Andriaholinirina; Fausser; Roos; Rabarivola; Ravoarimanana; Zinner; Thalmann; Ganzhorn; Meier; Hilgartner; Walter; Zaramody; Langer; Hahn; Zimmermann.; Radespiel; Craul; Tomiuk; Tattersall & Rumpler; 2006,Sahamalaza Peninsula Sportive Lemur; Sahamalaza Sportive Lemur,686.79,-999,1,no,no,no,no,no,yes,no,1,1,1,3,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82; 222; 207; 252; 106
Primates,Lepilemuridae,Lepilemur,Lepilemur scottorum,Lei; Engberg; Andriantompohavana; McGuire; Mittermeier; Zaonarivelo; Brenneman & Louis; 2008,Scott's Sportive Lemur; Masoala Sportive Lemur,876,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,222; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur seali,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Seal's Sportive Lemur,952,-999,1,no,no,no,no,no,yes,no,1,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,347; 222; 207; 146; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur septentrionalis,Rumpler & Albignac; 1975,Sahafary Sportive Lemur; Northern Sportive Lemur,580,-999,1,no,no,no,no,no,yes,no,1,1,1,3,135,1,365,0.007,154.26,1,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,347; 222; 376; 207; 191; 20; 255
Primates,Lepilemuridae,Lepilemur,Lepilemur tymerlachsonorum,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper. Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Nosy Be Sportive Lemur; Hawks' Sportive Lemur,877.5,-999,1,no,no,no,no,no,yes,no,1,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222; 207; 178; 252
Primates,Lepilemuridae,Lepilemur,Lepilemur wrightae,Louis Jr.; Engberg; Lei; Geng; Sommer; Randriamampionona; Randriamanana; Zaonarivelo; Andriantompohavana; Randria; Prosper; Ramaromilanto; Rakotoarisoa; Rooney & Brenneman; 2006,Wright's Sportive Lemur,1050,-999,1,no,no,no,no,no,yes,no,1,-999,1,3,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,347; 222; 207; 178; 252
Afrosoricida,Tenrecidae,Limnogale,Microgale mergulus,Major; 1896,Aquatic Tenrec,78.6,-999,2,yes,yes,no,no,no,no,no,3,2,1,1,-999,2.73,-999,-999,-999,-999,-999,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,332; 376; 207; 191
Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys bastardi,Milne-Edwards & G. Grandidier; 1898,Western Big-footed Mouse; Bastard Big-footed Mouse,28.45,-999,5,yes,yes,yes,no,yes,yes,no,2,2,1,1,24,2.5,-999,-999,-999,2,-999,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,52; 376; 207; 191; 299; 133
Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys ingens,Petter; 1959,Long-tailed Big-footed Mouse; Greater Big-footed Mouse,56.5,-999,5,yes,yes,yes,no,yes,yes,no,2,3,1,1,-999,-999,-999,-999,-999,1,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,152; 376; 207; 191; 133
Rodentia,Nesomyidae,Macrotarsomys,Macrotarsomys petteri,Goodman & Soarimalala; 2005,Petter's Big-footed Mouse,105,-999,2,yes,yes,no,no,no,no,no,3,1,-999,1,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152; 207; 116; 133
