Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,CranialCapacity,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; carcasses,TrophicLevel,HabitatBreadth,ActivityCycle,ForagingStratum,GestationLength,LitterSize,InterbirthInterval,HomeRange,PopulationDensity,SocialGrpSize,Longevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Primates,Cheirogaleidae,Mirza,Mirza zaza,Kappeler & Roos; 2005,Northern Giant Mouse Lemur,290,-999,6,yes,yes,yes,yes,no,yes,yes,2,1,1,3,-999,-999,-999,-999,735.5,1,-999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,347; 207; 146; 252; 313
Rodentia,Nesomyidae,Monticolomys,Monticolomys koopmani,Carleton & Goodman; 1996,Malagasy Mountain Mouse,22.6,-999,5,yes,yes,yes,no,yes,yes,no,2,1,1,2,-999,4,-999,-999,-999,-999,-999,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,149; 376; 207; 149; 204
Chiroptera,Molossidae,Mops,Mops leucostigma,(G.M. Allen; 1918),Malagasy White-bellied Free-tailed Bat; White-shouldered Bat; Madagascar White-bellied Free-tailed Bat;,21,-999,1,yes,no,no,no,no,no,no,3,1,1,4,88.64,1,-999,-999,-999,-999,-999,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,85; 376; 85; 133; 255
Chiroptera,Molossidae,Mops,Mops midas,(Sundevall; 1843),Midas Mops Bat; Sundevall's Free-tailed Bat; Midas Groove-cheeked Bat; Midas Bat; Midas Free-tailed Bat,45.2,-999,1,yes,no,no,no,no,no,no,3,1,1,4,45.5,1.22,-999,-999,600,-999,156,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,332; 376; 191; 255; 133
Chiroptera,Molossidae,Mormopterus,Mormopterus jugularis,(Peters in Sclater; 1865),Peters' Wrinkle-lipped Bat; Peters's Goblin Bat; Peters's Wrinkle-lipped Bat,11,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,85; 376; 85; 207; 191
Carnivora,Eupleridae,Mungotictis,Mungotictis decemlineata,(A. Grandidier; 1867),Bokiboky; Malagasy Narrow-striped Mongoose; Narrow-striped Mongoose,650,-999,2,yes,yes,no,no,no,no,no,3,2,3,1,99.17,1,365,1.19,7.33,5.5,168,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,332; 376; 207; 191; 55; 4; 133; 275
Chiroptera,Vespertilionidae,Myotis,Myotis goudoti,(A. Smith; 1834),Malagasy Mouse-eared Bat,6,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85; 376; 85; 207; 191
Chiroptera,Myzopodidae,Myzopoda,Myzopoda aurita,Milne-Edwards & A. Grandidier; 1878,Eastern Sucker-footed Bat; Old World Sucker-footed Bat; Madagascar Sucker-footed Bat; Sucker-footed Bat,12.37,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,-999,-999,-999,-999,-999,-999,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,159; 207; 191; 376
Chiroptera,Myzopodidae,Myzopoda,Myzopoda schliemanni,Goodman; Rakotondraparany & Kofoky; 2007,Schliemann's Sucker-footed Bat,12.2,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,159; 207; 116
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia robertsi,Goodman; Taylor; Ratrimomanarivo & Hoofer; 2012,,9.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia malagasyensis,(Peterson; Eger & Mitchell; 1995),Isalo Serotine,4.5,-999,1,yes,no,no,no,no,no,no,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,158; 207
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia matroka,(Thomas & Schwann; 1905),Malagasy Serotine; Matroka Bat; Malagasy Serotine,5.1,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,1.22,-999,-999,-999,-999,-999,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,158; 376; 207; 116; 191
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia melckorum,(Roberts; 1919),Melck's Pipistrelle Bat; Melck's Serotine Bat; Melck's House Bat,7.2,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,1.98,-999,-999,-999,-999,-999,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,255; 376; 191
Chiroptera,Vespertilionidae,Neoromicia,Neoromicia nana,(Peters; 1852),Banana Pipistrelle Bat; Banana Bat; Banana Pipistrelle,4,-999,1,yes,no,no,no,no,no,no,3,1,1,-999,75.56,1.86,243.33,-999,-999,-999,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2; 207; 116; 376; 191; 191
Rodentia,Nesomyidae,Nesomys,Nesomys audeberti,Jentink; 1879,Lowland Red Forest Rat,212.5,-999,4,yes,yes,yes,no,yes,no,no,2,2,2,1,-999,1.5,-999,0.007,-999,-999,14,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 133; 149; 252; 191; 255
Rodentia,Nesomyidae,Nesomys,Nesomys lambertoni,G. Grandidier; 1928,Lowland Red Forest Rat,155,-999,4,yes,yes,yes,no,yes,no,no,2,2,2,1,-999,1,-999,-999,-999,-999,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,332; 376; 207; 116; 149; 255
Rodentia,Nesomyidae,Nesomys,Nesomys rufus,Peters; 1870,Eastern Red Forest Rat; Island Mouse,162.5,-999,4,yes,yes,yes,no,yes,no,no,2,1,2,1,-999,1.5,-999,0.004,-999,-999,14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 133; 252; 191; 255
Chiroptera,Nycteridae,Nycteris,Nycteris madagascariensis,G. Grandidier; 1937,Madagascar Slit-faced Bat,16.09,-999,2,yes,yes,no,no,no,no,no,3,1,1,4,78.21,1,-999,-999,-999,-999,-999,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,255; 376; 207; 116; 255
Afrosoricida,Tenrecidae,Oryzorictes,Oryzorictes hova,A. Grandidier; 1870,Mole-like Rice Tenrec; Hova Rice Tenrec; Hova Mole Tenrec; Fossorial Tenrec,36.5,-999,1,yes,no,no,no,no,no,no,3,2,1,1,-999,3,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 133
Afrosoricida,Tenrecidae,Oryzorictes,Oryzorictes tetradactylus,Milne-Edwards & A. Grandidier; 1882,Four-toed Rice Tenrec; Four-toed Mole Tenrec,36,-999,1,yes,no,no,no,no,no,no,3,2,1,1,-999,-999,-999,-999,-999,-999,-999,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,332; 376; 207; 116
Chiroptera,Molossidae,Otomops,Otomops madagascariensis,Dorst; 1953,Madagascar Free-tailed Bat,25.52,-999,1,yes,no,no,no,no,no,no,3,1,1,4,92.54,1,-999,-999,-999,1,-999,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,5; 376; 85; 207; 133; 255
Primates,Cheirogaleidae,Phaner,Phaner electromontis,Groves & Tattersall; 1991,Montagne D' Ambre Fork-marked Lemur; Amber Mountain Fork-marked Lemur,387,7.2,3,yes,no,no,yes,no,yes,no,2,1,1,3,174.46,1,-999,-999,-999,-999,305.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,347; 185; 376; 207; 116; 255
Primates,Cheirogaleidae,Phaner,Phaner furcifer,(de Blainville; 1839),Masoala Fork-marked Lemur; Eastern Fork-marked Lemur,400,6.94,3,yes,no,no,yes,no,yes,no,2,1,2,3,174.46,1.01,365,0.02,500.24,1,222,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,255; 185; 376; 207; 146; 191; 4; 30
Primates,Cheirogaleidae,Phaner,Phaner pallescens,Groves & Tattersall; 1991,Pale Fork-marked Lemur; Western Fork-marked Lemur,333,6.68,3,yes,no,no,yes,no,yes,no,2,1,1,3,174.46,1,912.5,0.065,205,3,305.4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,347; 185; 376; 207; 133; 255; 320; 252
Primates,Cheirogaleidae,Phaner,Phaner parienti,Groves & Tattersall; 1991,Sambirano Fork-marked Lemur; Pariente's Fork-marked Lemur,360,6.94,3,yes,no,no,yes,no,yes,no,2,1,1,3,174.46,1,-999,-999,-999,-999,305.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,347; 185; 376; 207; 116; 255
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus anchietae,(Seabra; 1900),Anchieta's Bat; Anchieta's Pipistrelle; Miombo pipistrelle,-999,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,207; 116
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus hesperidus,(Temminck; 1840),African pipistrelle; Dusky pipistrelle,3.5,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,1.36,365,-999,-999,-999,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,158; 376; 207; 116; 255
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,(Kuhl; 1817),Kuhl's Pipistrelle,5.9,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,1.36,365,-999,-999,-999,96,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,332; 376; 207; 191; 4; 275
Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus raceyi,Bates; Ratrimomanarivo; Harrison & Goodman; 2006,Racey's Pipistrelle Bat,4.7,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,158; 207; 116
Primates,Lemuridae,Prolemur,Prolemur simus,(Gray; 1871),Greater Bamboo Lemur; Broad-nosed Gentle Lemur,2395,27.14,2,no,no,yes,no,no,yes,no,1,2,2,3,142.75,1,365,0.62,-999,7.5,177.6,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,347; 185; 376; 146; 207; 191; 183; 4; 252
Primates,Indriidae,Propithecus,Propithecus candidus,A. Grandidier; 1871,Silky Sifaka; Silky Simpona,5270,32.47,3,no,no,yes,yes,no,yes,no,1,2,3,3,182.5,1,547.5,0.417,-999,5.5,-999,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,217; 185; 207; 327; 77; 313; 252; 133
Primates,Indriidae,Propithecus,Propithecus coquereli,(A. Grandidier; 1867),Coquerel's Sifaka; Crowned Sifaka,3845,30.19,2,no,no,yes,no,no,yes,no,1,2,3,3,151.5,1,365,0.043,-999,5.5,366,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,347; 217; 185; 376; 207; 116; 191; 260; 133; 255
Primates,Indriidae,Propithecus,Propithecus coronatus,Milne-Edwards; 1871,Crowned Sifaka,3975,32.47,3,no,no,yes,yes,no,yes,no,1,1,3,3,-999,-999,-999,0.013,114,5,-999,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,164; 185; 207; 297; 133; 313; 252; 10
Primates,Indriidae,Propithecus,Propithecus deckenii,A. Grandidier; 1867,Van der Decken's Sifaka; Decken's Sifaka,2780,30.15,2,no,no,yes,no,no,yes,no,1,1,3,3,148,1.02,450.69,-999,-999,5.25,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,192; 185; 376; 207; 116; 255; 133
Primates,Indriidae,Propithecus,Propithecus diadema,Bennett; 1832,Diademed Sifaka,6076.5,37,4,no,no,yes,yes,yes,yes,no,1,2,3,3,171.53,1.01,745.1,0.21,5.65,4.95,126,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,347; 217; 185; 376; 327; 300; 207; 191; 146; 54; 333; 4
Primates,Indriidae,Propithecus,Propithecus edwardsi,A. Grandidier; 1871,Milne-Edward's Sifaka; Milne-Edwards's Simpona,5686,39.49,4,no,no,yes,yes,yes,yes,no,1,1,3,3,156.25,1,744.69,0.5,4.73,6,132.7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,347; 217; 54; 376; 177; 207; 256; 149; 255; 133; 11; 191
Primates,Indriidae,Propithecus,Propithecus perrieri,Lavauden; 1931,Perrier's Sifaka,4486,32.47,2,no,no,yes,no,no,yes,no,1,2,3,3,182.5,4.36,744.69,0.01,8.78,4.5,132.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217; 305; 185; 133; 116; 207; 376; 134; 255; 12; 191
Primates,Indriidae,Propithecus,Propithecus tattersalli,Simons; 1988,Golden-crowned Sifaka; Tattersall's Sifaka,3506,-999,4,no,no,yes,yes,yes,yes,no,1,2,3,3,166.83,1,365,0.06,65,4.1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,347; 217; 376; 327; 146; 207; 191; 54; 311; 149; 275
Primates,Indriidae,Propithecus,Propithecus verreauxi,A. Grandidier; 1867,Verreaux's Sifaka,2984,27.5,4,no,no,yes,yes,yes,yes,no,1,1,3,3,150.31,1.01,451,0.03,150,6.3,309.6,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,347; 217; 54; 376; 330; 146; 207; 191; 185; 130; 4
Chiroptera,Pteropodidae,Pteropus,Pteropus rufus,É. Geoffroy Saint-Hilaire; 1803,Madagascan Flying Fox; Madagascar Fruit Bat; Madagascar Flying-fox,361,-999,2,no,no,yes,no,no,yes,no,1,1,1,3,125,1,365,0.195,-999,450,118.8,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,332; 376; 207; 277; 133; 255
Chiroptera,Pteropodidae,Rousettus,Rousettus madagascariensis,G. Grandidier; 1928,Madagascan Rousette; Madagascar Rousette,55,-999,3,no,no,yes,yes,no,yes,no,1,1,2,3,126.88,1.22,365,0.008,-999,-999,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85; 376; 207; 85; 191; 27
Carnivora,Eupleridae,Salanoia,Salanoia concolor,(I. Geoffroy Saint-Hilaire; 1837),Brown-tailed Vontsira; Brown-tailed Mongoose; Malagasy Brown-tailed Mongoose,650,-999,3,yes,yes,yes,no,no,no,no,2,1,3,1,82,-999,365,-999,-999,-999,57.6,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,332; 376; 207; 191; 133; 191
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus marovaza,Goodman; Ratrimomanarivo & Randrianandrianina; 2006,Marovaza House Bat,14.6,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,162; 207; 116
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus robustus,Milne-Edwards; 1881,Robust Yellow Bat,44.5,-999,1,yes,no,no,no,no,no,no,3,1,2,4,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87; 376; 207; 191
Chiroptera,Vespertilionidae,Scotophilus,Scotophilus tandrefana,Goodman; Jenkins & Ratrimomanarivo; 2005,Western Yellow Bat,14.1,-999,1,yes,no,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,162; 207; 116
Afrosoricida,Tenrecidae,Setifer,Setifer setosus,(Schreber; 1778),Greater Hedgehog Tenrec; Large Madagascar Hedgehog,294,-999,3,yes,yes,no,no,no,no,yes,2,1,1,1,57.82,3.12,365,0.102,-999,-999,147.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 274; 4; 116
Eulipotyphla,Soricidae,Suncus,Suncus madagascariensis,(Coquerel; 1848),Madagascan Shrew,3.5,-999,3,yes,yes,no,no,no,no,yes,2,-999,1,1,27.9,5,-999,-999,-999,1,38.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 149; 255; 133
Eulipotyphla,Soricidae,Suncus,Suncus murinus,Linnaeus; 1766,House Shrew; Asian House Shrew,86.7,-999,3,yes,yes,no,no,no,no,yes,2,2,1,1,30.1,3.05,56.1,-999,-999,1,34.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 133; 191; 218; 4
Chiroptera,Molossidae,Tadarida,Tadarida fulminans,(Thomas; 1903),Malagasy Free-tailed Bat; Lightning Guano Bat; Large Guano Bat; Madagascan Large Free-tailed Bat; Large Free-tailed Bat,35.3,-999,1,yes,no,no,no,no,no,no,3,1,1,4,104.29,1,182.5,-999,-999,20,-999,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,332; 376; 207; 191; 116; 133
Chiroptera,Emballonuridae,Taphozous,Taphozous mauritianus,É. Geoffroy; 1818,Mauritian Tomb Bat; Taphozous bat of Mauritius; Tomb Bat,27.3,-999,1,yes,no,no,no,no,no,no,3,1,2,4,51.86,1,185.5,-999,-999,-999,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 129
Afrosoricida,Tenrecidae,Tenrec,Tenrec ecaudatus,(Schreber; 1778),Tailess Tenrec; Common Tenrec,868,-999,3,yes,yes,no,no,no,yes,no,2,1,2,1,60.12,17.45,243.33,0.013,-999,1,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,332; 376; 207; 191; 165; 4; 133
Chiroptera,Hipposideridae,Triaenops,Triaenops auritus,(Grandidier; 1912),Grandidier's Trident Bat,6.2,-999,1,yes,no,no,no,no,no,no,3,1,1,4,-999,-999,-999,-999,-999,-999,-999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,85; 376; 85; 207; 116
Chiroptera,Hipposideridae,Triaenops,Triaenops furculus,Trouessart; 1906,Trouessart's Trident Bat; Trouessart's Triden Bat,5.56,-999,1,yes,no,no,no,no,no,no,3,1,2,4,-999,-999,-999,-999,-999,-999,-999,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,255; 376; 207; 191
Chiroptera,Hipposideridae,Triaenops,Triaenops menamena,Milne-Edwards; 1881,Rufous Trident Bat,8.5,-999,1,yes,no,no,no,no,no,no,3,2,1,4,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,85; 376; 85; 207; 133
Primates,Lemuridae,Varecia,Varecia rubra,(E. Geoffroy; 1812),Red Ruffed Lemur; Red-ruffed Lemur,3019,31.08,2,no,no,yes,no,no,yes,no,1,1,3,3,99.25,2.6,364.75,0.58,32,24.5,225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,347; 185; 376; 146; 314; 230; 207; 133; 313; 9; 128; 4; 255; 9
Primates,Lemuridae,Varecia,Varecia variegata,(Kerr; 1792),Black-and-white Ruffed Lemur; Ruffed Lemur,3524,34.2,3,no,no,yes,no,no,no,no,1,2,2,3,102.93,2.03,365,1.39,27.83,2.8,428.4,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,347; 185; 376; 146; 315; 207; 191; 54; 167; 4
Rodentia,Nesomyidae,Voalavo,Voalavo antsahabensis,Goodman; Rakotondravony; Randriamanantsoa & Rakotomalala-Razanahoera; 2005,Eastern Voalavo,21.8,-999,2,yes,yes,no,no,no,no,no,3,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,160; 207; 149; 148
Rodentia,Nesomyidae,Voalavo,Voalavo gymnocaudus,Carleton & Goodman; 1998,Northern Voalavo,21.93,-999,5,yes,yes,yes,no,yes,yes,no,2,1,1,1,-999,3,-999,-999,-999,-999,-999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,149; 160; 376; 207; 149; 205
